address,body,label,category
+919203291391,Congrats! Your PokerBaazi account unlocked Rs.6400 instant cash games. Join now https://s.id/01hf1,spam,rummy_bonus
VM-DATAPK,BSNL: Need more data? Get 5GB booster at Rs.89 only. Activate now https://jio.com/vhZuv51C6,spam,data_pack_offer
BZ-MEGASP,"Play roulette, slots and live casino on Royal Ace. Bonus up to Rs.41200. https://t.ly/vXR37WJ4R",spam,casino_vip
BZ-INVITE,Invite friends to Dominos with code PZ883L and earn Rs.725 for every signup https://refer.app/Jys7eQFn3,spam,referral_program
VM-JIOINF,Airtel: Recharge with Rs.299 and get 2GB/day + OTT benefits today https://recharge-now.app/DGRWDJP2E,spam,telecom_recharge
JM-MY11CL,Vision11: Join mega contest from Rs.209 and win up to Rs.198000. Create team now https://lihi.cc/TwWGxOn,spam,fantasy_sports
JD-AIRTEL,Vi: Need more data? Get 2GB booster at Rs.39 only. Activate now https://jio.com/b7SAue,spam,data_pack_offer
VM-YATRAA,Travel with Cleartrip and enjoy up to 31% off on summer bookings. https://mmt.to/SwG3Q,spam,travel_flash_sale
DM-DATAPK,Your Jio data booster is available. Buy 1GB for Rs.99 before midnight https://vi.in/FRbIgixwft,spam,data_pack_offer
VK-MYNTRA,Only for you: exclusive Flipkart offer up to 80% OFF + prepaid savings. https://meesho.io/tcM44LYq,spam,ecommerce_sale
CP-PHONEP,"Freecharge: Get 41% cashback up to Rs.1650 on recharge, bill pay & scan and pay. Use now https://paytm.me/wj0NVY",spam,cashback_wallet
VK-ZESTMY,Flipkart Pay Later: Shop now and pay later. Credit line up to Rs.22000 activated for you https://shopcredit.co/wTGulWAJX,spam,bnpl_offer
+919825116708,"Play roulette, slots and live casino on PariPlay. Bonus up to Rs.11700. https://casinozone.bet/e6OoROY2a7",spam,casino_vip
AD-MYNTRA,Wishlist items on Amazon are now on sale. Save Rs.1300 instantly https://meesho.io/oTO7s,spam,ecommerce_sale
+919065285386,Need cash? Fibe can disburse Rs.207000 directly to your bank. Apply now https://applyloan.co/Sibw,spam,instant_loan_offer
AX-TRAVEL,Weekend getaway alert from Goibibo. Extra Rs.4200 off with limited seats. https://tripoffer.co/vOMYmc9,spam,travel_flash_sale
HP-AMZON,Only for you: exclusive Flipkart offer up to 26% OFF + prepaid savings. https://myntra.com/DVBCL,spam,ecommerce_sale
TX-PHONEP,"Your Freecharge promo is active now. Shop, recharge or pay bills to earn Rs.150. https://offers.wallet/yR1OL75",spam,cashback_wallet
JD-FANTSY,Tonight's match on Gamezy has Rs.193500 prize pool. Entry starts Rs.789. https://bit.ly/CkiRsin,spam,fantasy_sports
VM-PHONEP,"Your Mobikwik promo is active now. Shop, recharge or pay bills to earn Rs.1450. https://phone.pe/ddi2SYRHf",spam,cashback_wallet
CP-GLAMUP,Your MyGlamm coupon is active. Unlock flat Rs.1400 off on top products https://purplle.com/9er3PB,spam,beauty_fashion_sale
JM-ZOMATO,Hungry? Dominos weekend deal unlocked. Flat Rs.150 off on select restaurants https://zoma.to/1dsyw2iYYg,spam,food_delivery_offer
AX-FESTIV,Festive sale on Paytm: up to 72% OFF + extra Rs.2500 off today only https://s.id/gliOaF,spam,festival_sale
TX-MY11CL,Tonight's match on My11Circle has Rs.24000 prize pool. Entry starts Rs.829. https://fantasy11.app/mYy1,spam,fantasy_sports
CP-UPGRAD,"Admissions open on BYJUS. Limited seats, expert mentors, easy EMI. Enrol now https://upgrad.co/zLi1DRJ",spam,edtech_promo
HP-RUMMYX,Weekend rummy dhamaka on A23 Rummy. Win up to Rs.10600 cash. Register now https://cutt.ly/WWKr99H,spam,rummy_bonus
DM-PAYTM,"Freecharge: Get 16% cashback up to Rs.300 on recharge, bill pay & scan and pay. Use now https://phone.pe/nbGvAHWJL",spam,cashback_wallet
VK-MY11CL,Your fantasy wallet is eligible for booster contest on Dream11. Join now https://tinyurl.com/uLYqkiC,spam,fantasy_sports
HP-POLICY,Family health plans from Digit now start at affordable monthly premiums. https://digit.insure/lvOSSPmhIy,spam,insurance_marketing
AD-YATRAA,Travel with Ixigo and enjoy up to 41% off on summer bookings. https://tripoffer.co/zP0Ez,spam,travel_flash_sale
VM-BIGDAY,Mega savings are live on Dominos. Use your festive coupon before stock ends https://festive-offers.in/ayrBw0FqF,spam,festival_sale
CP-YATRAA,Weekend getaway alert from Cleartrip. Extra Rs.4600 off with limited seats. https://yatraa.in/aoNrMOQzJ,spam,travel_flash_sale
AX-LIVESH,Insider: Live events in Hyderabad this weekend. Tickets from Rs.200. Book now https://livepass.app/iwYHX4,spam,local_event_promo
JD-AIRTEL,BSNL: Recharge with Rs.79 and get unlimited 5G + OTT benefits today https://vi.in/D1CGi,spam,telecom_recharge
AD-MEGASP,Royal Ace: VIP tables open now. Grab Rs.42300 bonus chips and spin instantly https://casinozone.bet/XAR3wH,spam,casino_vip
JM-ADDA52,Register on PokerSaint and claim seat in today's Rs.80000 GTD event. https://tinyurl.com/7THM75FY,spam,poker_tourney
DM-GARAGE,GoMechanic: Car service offer unlocked. Save Rs.200 on pickup & drop maintenance https://autodeal.app/5geI77,spam,auto_service_offer
JD-KREDIT,MoneyView: Instant personal loan up to Rs.165000 at 1.37% monthly. Apply in 2 min https://tinyurl.com/dMBKjSiG7,spam,instant_loan_offer
AD-PVRCIN,Tonight only on PVR: popcorn combo + ticket discounts. Save Rs.300. https://bookmy.show/1TD8l,spam,movie_ticket_offer
JM-RUMMYX,Congrats! Your A23 Rummy account unlocked Rs.6350 instant cash games. Join now https://playnow.app/fPAvtKbs,spam,rummy_bonus
AD-MEGASL,Festive sale on Zomato: up to 52% OFF + extra Rs.950 off today only https://t.ly/OGyt2Ionu,spam,festival_sale
TX-VODAFO,Grab your BSNL booster pack of 2GB/day. Recharge at just Rs.79. https://vi.in/U8NB,spam,telecom_recharge
HP-LIVESH,Your city pass from Insider unlocks discounts on shows in Bengaluru. Grab it now https://bookmy.show/e2ZgzI,spam,local_event_promo
HP-MYNTRA,Wishlist items on Nykaa are now on sale. Save Rs.4300 instantly https://amzn.to/M3zM,spam,ecommerce_sale
TX-MYNTRA,Only for you: exclusive Meesho offer up to 34% OFF + prepaid savings. https://amzn.to/7nWZG,spam,ecommerce_sale
+919884146001,Need cash? KreditBee can disburse Rs.19000 directly to your bank. Apply now https://bit.ly/GtQjbQ,spam,instant_loan_offer
AX-CASINO,PariPlay: VIP tables open now. Grab Rs.16000 bonus chips and spin instantly https://rb.gy/r4otGofd,spam,casino_vip
+917385574103,RummyCircle offer: deposit Rs.750 get Rs.750 playable chips today only https://gmg.im/HoIPvyU,spam,rummy_bonus
DM-AXISBK,Exclusive card offer from HDFC Bank. Zero joining fee and rewards worth Rs.6700. https://applycard.app/ulJVHuPS,spam,credit_card_offer
CP-ZOMATO,Your Zomato coupon is live. Use code SAVE198 and save Rs.375. https://swiggy.in/BfeZ,spam,food_delivery_offer
AX-ZOMATO,Your Dominos coupon is live. Use code SAVE98 and save Rs.275. https://eatsure.in/fMq55hdaa,spam,food_delivery_offer
+917060885716,New app campaign live. Download today and unlock Rs.450 wallet credit https://appbonus.in/FuZLZfBqJ,spam,app_install_campaign
VM-VIOFER,Flat Rs.39 for 10GB high-speed data on BSNL. Tap to recharge https://jio.com/ULzNg,spam,data_pack_offer
JM-EDTECH,UpGrad: Upgrade your career with up to 31% scholarship on premium courses. Apply https://learn-now.in/pXHqW,spam,edtech_promo
HP-FITPAS,Your HealthKart health coupon is ready. Get flat Rs.1000 off before expiry https://fitpass.app/O9B6Umeu90,spam,wellness_offer
TX-JIOINF,Jio: Recharge with Rs.309 and get 2GB/day + OTT benefits today https://recharge-now.app/SVE2T2GZ,spam,telecom_recharge
TX-PHONEP,"PhonePe: Get 60% cashback up to Rs.1150 on recharge, bill pay & scan and pay. Use now https://phone.pe/t6n9bsj",spam,cashback_wallet
TX-ICICIB,RBL Bank: Upgrade to a premium card and get 24% cashback + 8300 bonus points. Apply https://applycard.app/WCFRz,spam,credit_card_offer
CP-POLICY,PolicyBazaar: Health cover up to Rs.600000 with cashless hospitals. Compare plans now https://plans.health/zvZzCeiR,spam,insurance_marketing
VM-TOURNY,Final call: PokerSaint tournament starts at 11:30. Join from Rs.1099. https://tourneys.live/i02c,spam,poker_tourney
VK-OFFERS,Hungry? Zomato weekend deal unlocked. Flat Rs.325 off on select restaurants https://eatsure.in/dy9hMy5Hec,spam,food_delivery_offer
DM-GAMEZY,Vision11: Join mega contest from Rs.679 and win up to Rs.96500. Create team now https://s.id/txRSEq,spam,fantasy_sports
+919781563351,Fibe: Instant personal loan up to Rs.323000 at 1.48% monthly. Apply in 2 min https://t.ly/saj8RjH,spam,instant_loan_offer
+919744933349,Exclusive JeetWin VIP pass for you. Deposit today and unlock Rs.43100 reward https://rb.gy/nW2p45RFz,spam,casino_vip
HP-DIGIT,Family health plans from Star Health now start at affordable monthly premiums. https://plans.health/VJhoaC,spam,insurance_marketing
VM-PHONEP,Pay via PhonePe before 21:30 and grab extra 16% cashback. T&C apply https://paytm.me/DwYIysS,spam,cashback_wallet
CP-RUMMYX,Weekend rummy dhamaka on RummyCircle. Win up to Rs.9600 cash. Register now https://bit.ly/6P3gwMwkI,spam,rummy_bonus
VK-HDFCBK,Exclusive card offer from HDFC Bank. Zero joining fee and rewards worth Rs.8300. https://cardsales.in/sKmQgU,spam,credit_card_offer
JM-INVITE,Invite friends to PhonePe with code HKKLDI and earn Rs.225 for every signup https://earnbonus.co/F2b0u4i,spam,referral_program
AX-FASHON,Your Tira coupon is active. Unlock flat Rs.1850 off on top products https://tira.co/ex4dP,spam,beauty_fashion_sale
AD-BIGDAY,Mega savings are live on Nykaa. Use your festive coupon before stock ends https://festive-offers.in/yxxZ0Zb,spam,festival_sale
CP-TRAVEL,Goibibo: Flash sale live. Save up to Rs.7400 on flights & hotels. Book now https://tripoffer.co/GXNy5,spam,travel_flash_sale
CP-PVRCIN,Tonight only on PVR: popcorn combo + ticket discounts. Save Rs.500. https://pvr.im/sikwV4g,spam,movie_ticket_offer
HP-INSTAL,Tap to install and collect bonus up to Rs.390. Limited devices only https://play.google.com/aMThNaPa,spam,app_install_campaign
BZ-VODAFO,Special BSNL recharge pack live now. Save on prepaid plan before 21:45 https://recharge-now.app/H4fsBR1kxM,spam,telecom_recharge
AX-LAZPAY,Split bills with Simpl. No-cost EMI and pay-later limit up to Rs.16000. https://paylater.in/CvrG4n3,spam,bnpl_offer
+919148848905,Get Rs.1650 joining bonus on RummyCircle and enter cash pool of Rs.4000. https://lihi.cc/huyJ7,spam,rummy_bonus
AX-FITPAS,Your PharmEasy health coupon is ready. Get flat Rs.900 off before expiry https://fitpass.app/ohWs,spam,wellness_offer
DM-GETAPP,Tap to install and collect bonus up to Rs.370. Limited devices only https://short.gy/iZC65akYQ,spam,app_install_campaign
DM-NYKAAA,Tira: Beauty & fashion sale live. Save up to 38% + Rs.600 extra off https://tira.co/zs5UV5KA,spam,beauty_fashion_sale
HP-ICICIB,HDFC Bank: Upgrade to a premium card and get 15% cashback + 4600 bonus points. Apply https://applycard.app/OSWICm4Pn,spam,credit_card_offer
+917965801608,RummyCircle offer: deposit Rs.2350 get Rs.4150 playable chips today only https://s.id/MhimMpC,spam,rummy_bonus
AX-FESTIV,Mega savings are live on Mobikwik. Use your festive coupon before stock ends https://savebig.co/EnjJKR,spam,festival_sale
VK-PAYTM,Pay via Paytm before 11:10 and grab extra 49% cashback. T&C apply https://freecharge.in/CaUedQQ,spam,cashback_wallet
+918646051834,Weekend rummy dhamaka on RummyTime. Win up to Rs.7500 cash. Register now https://s.id/dafZMD,spam,rummy_bonus
JD-POKER,Final call: Spartan Poker tournament starts at 15:10. Join from Rs.1349. https://tourneys.live/VZu4Ad18,spam,poker_tourney
DM-MEGASL,Mega savings are live on Flipkart. Use your festive coupon before stock ends https://festive-offers.in/d2bW,spam,festival_sale
JM-AUTOFX,Book with Pitstop today and get flat Rs.500 off on your next service https://servicecar.co/2dMkRoM,spam,auto_service_offer
DM-ZOMATO,Hungry? Magicpin weekend deal unlocked. Flat Rs.75 off on select restaurants https://foodoffers.app/ohH0bsM4,spam,food_delivery_offer
AD-ICICIB,ICICI Bank: Upgrade to a premium card and get 6% cashback + 1200 bonus points. Apply https://applycard.app/fQApS,spam,credit_card_offer
VK-CASHBK,"PhonePe: Get 51% cashback up to Rs.550 on recharge, bill pay & scan and pay. Use now https://paytm.me/9vnfJP7",spam,cashback_wallet
AD-INVITE,Refer & earn on Amazon Pay: flat Rs.850 per successful install. Start now https://invite-now.in/zCxjdZQS,spam,referral_program
AX-BIGDAY,Celebrate with Freecharge. Limited festival deal unlocked for your number. Shop now https://festive-offers.in/UHMrfM,spam,festival_sale
HP-VODAFO,Grab your Airtel booster pack of unlimited 5G. Recharge at just Rs.239. https://airtel.in/oRRa8gLX7z,spam,telecom_recharge
VM-YATRAA,Weekend getaway alert from MakeMyTrip. Extra Rs.5600 off with limited seats. https://mmt.to/ULaa0uH,spam,travel_flash_sale
+919188654578,Get Rs.1900 joining bonus on PokerBaazi and enter cash pool of Rs.9900. https://playnow.app/veCc,spam,rummy_bonus
BZ-MY11CL,Tonight's match on Dream11 has Rs.44000 prize pool. Entry starts Rs.669. https://fantasy11.app/xRml6,spam,fantasy_sports
BZ-ZEPTOO,Daily essentials deal from JioMart. Flat Rs.425 off on orders above minimum cart https://jiomart.com/FxIE,spam,grocery_offer
JM-DREAM,Tonight's match on Vision11 has Rs.32500 prize pool. Entry starts Rs.69. https://fantasy11.app/oxvr,spam,fantasy_sports
DM-SWIGGY,Order now on Magicpin and enjoy 80% discount before 13:20. https://eatsure.in/DoO1,spam,food_delivery_offer
JM-HEALTH,Your PharmEasy health coupon is ready. Get flat Rs.950 off before expiry https://healthdeal.in/tIedVYbbpb,spam,wellness_offer
HP-FITPAS,Fitness & health offers from Tata 1mg are live now. Tap to claim benefits https://medsave.co/t1jq43Qwd,spam,wellness_offer
VK-AIRTEL,Airtel: Recharge with Rs.99 and get 3GB/day + OTT benefits today https://jio.com/QC9lwGgMnw,spam,telecom_recharge
JD-FLPKRT,Wishlist items on Meesho are now on sale. Save Rs.2500 instantly https://myntra.com/3DwsLORN,spam,ecommerce_sale
VM-COURSE,New learner offer from PhysicsWallah. Save Rs.11000 on job-ready programs today https://studyoffer.app/uWDBo,spam,edtech_promo
AX-INVITE,Your Dominos referral campaign is live. Share code PIAGF9 and get Rs.625. https://refer.app/mzYr2MIo,spam,referral_program
AX-ADDA52,Final call: PokerSaint tournament starts at 11:15. Join from Rs.1899. https://cutt.ly/PTThN,spam,poker_tourney
+919383387274,Looking for property in Mumbai? NoBroker has verified listings and exclusive builder deals https://propertylead.app/m4M2yDW6,spam,real_estate_lead
CP-HDFCBK,Exclusive card offer from HDFC Bank. Zero joining fee and rewards worth Rs.5000. https://cardperks.co/YgWkwfY,spam,credit_card_offer
AD-OFFERS,Limited offer from PhonePe. Flat Rs.1350 cashback on first UPI payment today https://freecharge.in/QfjRgId2,spam,cashback_wallet
CP-ZEPTOO,Daily essentials deal from Blinkit. Flat Rs.100 off on orders above minimum cart https://jiomart.com/4nr9SDtWf5,spam,grocery_offer
DM-BBASKT,Blinkit: Save Rs.125 on grocery orders and get delivery in 30 min. Order now https://zepto.app/f83pfz,spam,grocery_offer
VK-TICKTS,Insider: Live events in Mumbai this weekend. Tickets from Rs.200. Book now https://eventsnow.in/bOV17P,spam,local_event_promo
AX-AMZON,Only for you: exclusive Nykaa offer up to 59% OFF + prepaid savings. https://nykaa.com/pJ3KBLt5i,spam,ecommerce_sale
JM-MYNTRA,Wishlist items on Myntra are now on sale. Save Rs.1400 instantly https://meesho.io/5yeTDAfNOF,spam,ecommerce_sale
CP-FITPAS,"Tata 1mg: Save up to 16% on wellness plans, lab tests and supplements today https://healthdeal.in/RNZoY3",spam,wellness_offer
+918202716525,"Play roulette, slots and live casino on WinBuzz. Bonus up to Rs.13400. https://tinyurl.com/SbJwbBBA",spam,casino_vip
DM-HDFCBK,RBL Bank: Upgrade to a premium card and get 24% cashback + 700 bonus points. Apply https://applycard.app/iblMA7Xn4F,spam,credit_card_offer
JM-AUTOFX,Need a used car or service? GoMechanic has special deals waiting for you https://servicecar.co/RyU9,spam,auto_service_offer
+919768440840,"Play roulette, slots and live casino on MegaSpin. Bonus up to Rs.22700. https://casinozone.bet/HwW8GxPju5",spam,casino_vip
BZ-MYNTRA,Wishlist items on Myntra are now on sale. Save Rs.3600 instantly https://fkrt.it/Wp1A5LMri,spam,ecommerce_sale
DM-MONEYV,MoneyView: Instant personal loan up to Rs.144000 at 2.0% monthly. Apply in 2 min https://applyloan.co/SPKIm0yCG,spam,instant_loan_offer
BZ-JLRUMY,Weekend rummy dhamaka on Junglee Rummy. Win up to Rs.800 cash. Register now https://rmy.onl/J5fswxeAI,spam,rummy_bonus
DM-VIOFER,Vi: Need more data? Get 5GB booster at Rs.89 only. Activate now https://airtel.in/ZxPo,spam,data_pack_offer
AD-AMZON,Wishlist items on Meesho are now on sale. Save Rs.3500 instantly https://fkrt.it/NItoxqUCZC,spam,ecommerce_sale
VK-FANTSY,MPL Fantasy: Join mega contest from Rs.569 and win up to Rs.6500. Create team now https://fantasy11.app/ON0hv,spam,fantasy_sports
JM-JIODAT,Vi: Need more data? Get 2GB booster at Rs.69 only. Activate now https://airtel.in/RN1ZZ6,spam,data_pack_offer
AD-PHONEP,"Freecharge: Get 37% cashback up to Rs.450 on recharge, bill pay & scan and pay. Use now https://phone.pe/Ogi5Yl",spam,cashback_wallet
CP-SIMPLX,"Your ZestMoney pay-later limit is ready: Rs.68000. Use on shopping, travel and food https://shopcredit.co/EvH6avUscM",spam,bnpl_offer
CP-SWIGGY,Your EatSure coupon is live. Use code SAVE310 and save Rs.200. https://swiggy.in/xabcs9,spam,food_delivery_offer
JM-CASHBK,"Your Amazon Pay promo is active now. Shop, recharge or pay bills to earn Rs.950. https://phone.pe/Vnyl8hKWxP",spam,cashback_wallet
+919606377751,Congrats! Your RummyTime account unlocked Rs.4050 instant cash games. Join now https://rmy.onl/Qc4N7A41,spam,rummy_bonus
HP-REFRAL,Refer & earn on PhonePe: flat Rs.250 per successful install. Start now https://earnbonus.co/pde3An0,spam,referral_program
AX-TRAVEL,Weekend getaway alert from Yatra. Extra Rs.6600 off with limited seats. https://tripoffer.co/oNenqC,spam,travel_flash_sale
TX-NOBRKR,Book your apartment visit with NoBroker and unlock launch pricing in Pune. https://realtydeal.co/ttRKEl0K2j,spam,real_estate_lead
VM-COURSE,New learner offer from Unacademy. Save Rs.22500 on job-ready programs today https://studyoffer.app/aQaNK,spam,edtech_promo
TX-OFFERS,Pay via Paytm before 15:20 and grab extra 70% cashback. T&C apply https://paytm.me/UF4gxj,spam,cashback_wallet
AD-PHONEP,"Your Paytm promo is active now. Shop, recharge or pay bills to earn Rs.50. https://phone.pe/QSVz",spam,cashback_wallet
